Time,Open,High,Low,Latest,Volume
2025-02-14T16:00:00+0000,104.4921875,104.4921875,104.4921875,104.4921875,3
2025-02-18T13:00:00+0000,104.34765625,104.34765625,104.34765625,104.34765625,1
2025-02-18T14:00:00+0000,104.34765625,104.3671875,104.34765625,104.3671875,47
2025-02-18T15:00:00+0000,104.37890625,104.37890625,104.37890625,104.37890625,2
2025-02-18T16:00:00+0000,104.359375,104.359375,104.359375,104.359375,3
2025-02-18T17:00:00+0000,104.32421875,104.32421875,104.32421875,104.32421875,1
2025-02-18T19:00:00+0000,104.3203125,104.32421875,104.31640625,104.31640625,13
2025-02-18T20:00:00+0000,104.29296875,104.29296875,104.29296875,104.29296875,1
2025-02-18T21:00:00+0000,104.27734375,104.27734375,104.27734375,104.27734375,4
2025-02-18T23:00:00+0000,104.2734375,104.2734375,104.265625,104.265625,9
2025-02-19T04:00:00+0000,104.3046875,104.3046875,104.3046875,104.3046875,3
2025-02-19T05:00:00+0000,104.3046875,104.3046875,104.3046875,104.3046875,2
2025-02-19T07:00:00+0000,104.30078125,104.30078125,104.29296875,104.29296875,4
2025-02-19T09:00:00+0000,104.28515625,104.28515625,104.28515625,104.28515625,4
2025-02-19T10:00:00+0000,104.28125,104.2890625,104.28125,104.2890625,2
2025-02-19T11:00:00+0000,104.2890625,104.29296875,104.27734375,104.27734375,15
2025-02-19T13:00:00+0000,104.26953125,104.26953125,104.26953125,104.26953125,14
2025-02-19T14:00:00+0000,104.2734375,104.2890625,104.2734375,104.2890625,21
2025-02-19T15:00:00+0000,104.34765625,104.3515625,104.328125,104.328125,15
2025-02-19T16:00:00+0000,104.34765625,104.34765625,104.34765625,104.34765625,3
2025-02-19T17:00:00+0000,104.32421875,104.32421875,104.32421875,104.32421875,2
2025-02-19T18:00:00+0000,104.33203125,104.34765625,104.33203125,104.34765625,10
2025-02-19T19:00:00+0000,104.3671875,104.37109375,104.3671875,104.37109375,6
2025-02-19T20:00:00+0000,104.41015625,104.41015625,104.41015625,104.41015625,10
2025-02-19T21:00:00+0000,104.40625,104.41796875,104.40625,104.41015625,30
2025-02-20T00:00:00+0000,104.42578125,104.42578125,104.41796875,104.41796875,10
2025-02-20T01:00:00+0000,104.4375,104.4375,104.4375,104.4375,5
2025-02-20T12:00:00+0000,104.4765625,104.4765625,104.453125,104.45703125,11
2025-02-20T13:00:00+0000,104.4921875,104.4921875,104.4609375,104.46484375,10
2025-02-20T15:00:00+0000,104.515625,104.515625,104.48046875,104.484375,21
2025-02-20T16:00:00+0000,104.4921875,104.49609375,104.4921875,104.49609375,2
2025-02-20T17:00:00+0000,104.484375,104.484375,104.484375,104.484375,2
2025-02-20T18:00:00+0000,104.46875,104.47265625,104.453125,104.46484375,24
2025-02-20T19:00:00+0000,104.46875,104.46875,104.4609375,104.46484375,22
2025-02-20T20:00:00+0000,104.46875,104.46875,104.46875,104.46875,6
2025-02-20T21:00:00+0000,104.45703125,104.45703125,104.453125,104.453125,8
2025-02-21T03:00:00+0000,104.48828125,104.48828125,104.48828125,104.48828125,3
2025-02-21T04:00:00+0000,104.515625,104.515625,104.515625,104.515625,5
2025-02-21T05:00:00+0000,104.515625,104.515625,104.515625,104.515625,6
2025-02-21T08:00:00+0000,104.515625,104.54296875,104.515625,104.515625,11
2025-02-21T09:00:00+0000,104.49609375,104.5,104.49609375,104.5,11
2025-02-21T11:00:00+0000,104.48828125,104.48828125,104.48828125,104.48828125,5
2025-02-21T13:00:00+0000,104.4765625,104.4765625,104.453125,104.4609375,17
2025-02-21T14:00:00+0000,104.46875,104.55078125,104.46875,104.55078125,29
2025-02-21T15:00:00+0000,104.58203125,104.58203125,104.58203125,104.58203125,6
2025-02-21T16:00:00+0000,104.578125,104.58203125,104.55859375,104.56640625,122
2025-02-21T17:00:00+0000,104.5703125,104.6171875,104.5625,104.6171875,10
2025-02-21T18:00:00+0000,104.640625,104.734375,104.640625,104.71484375,67
2025-02-21T19:00:00+0000,104.71484375,104.73046875,104.71484375,104.7265625,15
2025-02-21T20:00:00+0000,104.7265625,104.7265625,104.71484375,104.71484375,69
2025-02-21T21:00:00+0000,104.69921875,104.69921875,104.68359375,104.68359375,12
2025-02-24T04:00:00+0000,104.63671875,104.64453125,104.6171875,104.64453125,333
2025-02-24T05:00:00+0000,104.63671875,104.64453125,104.63671875,104.64453125,2
2025-02-24T06:00:00+0000,104.6328125,104.6328125,104.62109375,104.62109375,56
2025-02-24T07:00:00+0000,104.625,104.62890625,104.6171875,104.625,38
2025-02-24T08:00:00+0000,104.625,104.63671875,104.625,104.63671875,9
2025-02-24T13:00:00+0000,104.62890625,104.640625,104.62109375,104.625,11
2025-02-24T14:00:00+0000,104.6328125,104.69921875,104.61328125,104.69921875,112
2025-02-24T15:00:00+0000,104.6953125,104.7421875,104.6875,104.73828125,65
2025-02-24T16:00:00+0000,104.7578125,104.7578125,104.7265625,104.75,182
2025-02-24T17:00:00+0000,104.734375,104.73828125,104.73046875,104.73828125,7
2025-02-24T18:00:00+0000,104.74609375,104.796875,104.74609375,104.77734375,35
2025-02-24T19:00:00+0000,104.77734375,104.78515625,104.76171875,104.78125,57
2025-02-24T20:00:00+0000,104.79296875,104.796875,104.76953125,104.7734375,130
2025-02-24T21:00:00+0000,104.76953125,104.7734375,104.76171875,104.7734375,89
2025-02-24T23:00:00+0000,104.85546875,104.85546875,104.765625,104.765625,75
2025-02-25T00:00:00+0000,104.77734375,104.80078125,104.77734375,104.80078125,10
2025-02-25T01:00:00+0000,104.81640625,104.81640625,104.81640625,104.81640625,5
2025-02-25T02:00:00+0000,104.81640625,104.8515625,104.81640625,104.8515625,28
2025-02-25T03:00:00+0000,104.83203125,104.83203125,104.83203125,104.83203125,4
2025-02-25T06:00:00+0000,104.83984375,104.83984375,104.82421875,104.82421875,12
2025-02-25T07:00:00+0000,104.85546875,104.93359375,104.85546875,104.93359375,6
2025-02-25T08:00:00+0000,104.9609375,104.9609375,104.91796875,104.91796875,15
2025-02-25T10:00:00+0000,104.94140625,104.94140625,104.9296875,104.9296875,9
2025-02-25T11:00:00+0000,104.94140625,104.953125,104.94140625,104.9453125,20
2025-02-25T12:00:00+0000,104.96484375,104.99609375,104.96484375,104.97265625,90
2025-02-25T13:00:00+0000,104.96484375,105.03125,104.9375,105.03125,70
2025-02-25T14:00:00+0000,104.9921875,105.015625,104.98828125,105.015625,135
2025-02-25T15:00:00+0000,105.0390625,105.1171875,105.0390625,105.0546875,167
2025-02-25T16:00:00+0000,105.06640625,105.09765625,105.04296875,105.04296875,31
2025-02-25T17:00:00+0000,105.0390625,105.0703125,105.0390625,105.0390625,55
2025-02-25T18:00:00+0000,105.03515625,105.046875,104.9921875,105.0,65
2025-02-25T19:00:00+0000,105.01171875,105.0546875,105.01171875,105.05078125,125
2025-02-25T20:00:00+0000,105.046875,105.0625,105.046875,105.05078125,50
2025-02-25T21:00:00+0000,105.0546875,105.05859375,105.03515625,105.046875,37
2025-02-25T23:00:00+0000,105.07421875,105.0859375,105.0625,105.0625,93
2025-02-26T00:00:00+0000,105.06640625,105.0703125,105.06640625,105.0703125,6
2025-02-26T01:00:00+0000,105.07421875,105.078125,105.0,105.0,20
2025-02-26T02:00:00+0000,104.99609375,104.99609375,104.94921875,104.94921875,35
2025-02-26T03:00:00+0000,104.953125,104.9609375,104.953125,104.95703125,23
2025-02-26T04:00:00+0000,104.953125,104.95703125,104.953125,104.953125,4
2025-02-26T06:00:00+0000,104.94140625,104.94140625,104.9140625,104.9140625,122
2025-02-26T07:00:00+0000,104.91796875,104.95703125,104.91796875,104.953125,38
