Time,Open,High,Low,Latest,Volume
2024-09-13T05:00:00+0000,2519.5,2519.5,2519.5,2519.5,0
2024-09-17T05:00:00+0000,2509.5,2509.5,2509.5,2509.5,0
2024-09-18T05:00:00+0000,2518.5,2518.5,2518.5,2518.5,0
2024-09-19T05:00:00+0000,2564.5,2564.5,2564.5,2564.5,0
2024-09-20T05:00:00+0000,2590.0,2590.0,2590.0,2590.0,0
2024-09-24T05:00:00+0000,2612.0,2612.0,2612.0,2612.0,0
2024-09-25T05:00:00+0000,2603.5,2603.5,2603.5,2603.5,0
2024-09-26T05:00:00+0000,2672.0,2672.0,2672.0,2672.0,0
2024-09-27T05:00:00+0000,2720.5,2720.5,2720.5,2720.5,0
2024-09-30T05:00:00+0000,2624.0,2624.0,2624.0,2624.0,0
2024-10-01T05:00:00+0000,2674.5,2674.5,2674.5,2674.5,0
2024-10-02T05:00:00+0000,2621.0,2621.0,2621.0,2621.0,0
2024-10-03T05:00:00+0000,2661.0,2661.0,2661.0,2661.0,0
2024-10-04T05:00:00+0000,2665.5,2665.5,2665.5,2665.5,0
2024-10-07T05:00:00+0000,2714.0,2714.0,2714.0,2714.0,0
2024-10-08T05:00:00+0000,2679.0,2679.0,2679.0,2679.0,0
2024-10-09T05:00:00+0000,2683.0,2683.0,2683.0,2683.0,0
2024-10-10T05:00:00+0000,2684.5,2684.5,2684.5,2684.5,0
2024-10-11T05:00:00+0000,2683.5,2683.5,2683.5,2683.5,0
2024-10-15T05:00:00+0000,2697.5,2697.5,2697.5,2697.5,0
2024-10-16T05:00:00+0000,2666.0,2666.0,2666.0,2666.0,0
2024-10-17T05:00:00+0000,2670.5,2670.5,2670.5,2670.5,0
2024-10-18T05:00:00+0000,2665.5,2665.5,2665.5,2665.5,0
2024-10-21T05:00:00+0000,2658.0,2658.0,2658.0,2658.0,0
2024-10-22T05:00:00+0000,2628.5,2628.5,2628.5,2628.5,0
2024-10-23T05:00:00+0000,2611.5,2611.5,2611.5,2611.5,0
2024-10-24T05:00:00+0000,2609.5,2609.5,2609.5,2609.5,0
2024-10-25T05:00:00+0000,2601.5,2601.5,2601.5,2601.5,0
2024-10-28T05:00:00+0000,2636.5,2636.5,2636.5,2636.5,0
2024-10-29T05:00:00+0000,2663.5,2663.5,2663.5,2663.5,0
2024-10-30T05:00:00+0000,2690.0,2690.0,2690.0,2690.0,0
2024-10-31T05:00:00+0000,2670.0,2670.0,2670.0,2670.0,0
2024-11-01T05:00:00+0000,2621.0,2621.0,2621.0,2621.0,0
2024-11-05T06:00:00+0000,2648.5,2648.5,2648.5,2648.5,0
2024-11-06T06:00:00+0000,2700.5,2700.5,2700.5,2700.5,0
2024-11-07T06:00:00+0000,2712.0,2712.0,2712.0,2712.0,0
2024-11-08T06:00:00+0000,2720.0,2720.0,2720.0,2720.0,0
2024-11-11T06:00:00+0000,2716.0,2716.0,2716.0,2716.0,0
2024-11-12T06:00:00+0000,2718.5,2718.5,2718.5,2718.5,0
2024-11-13T06:00:00+0000,2680.5,2680.5,2680.5,2680.5,0
2024-11-14T06:00:00+0000,2678.0,2678.0,2678.0,2678.0,0
2024-11-15T06:00:00+0000,2684.5,2684.5,2684.5,2684.5,0
2024-11-18T06:00:00+0000,2668.5,2668.5,2668.5,2668.5,0
2024-11-19T06:00:00+0000,2686.0,2686.0,2686.0,2686.0,0
2024-11-20T06:00:00+0000,2680.5,2680.5,2680.5,2680.5,0
2024-11-21T06:00:00+0000,2659.5,2659.5,2659.5,2659.5,0
2024-11-22T06:00:00+0000,2641.25,2672.5,2641.25,2672.5,1
2024-11-25T06:00:00+0000,2685.0,2685.0,2685.0,2685.0,0
2024-11-26T06:00:00+0000,2668.0,2668.0,2668.0,2668.0,0
2024-11-27T06:00:00+0000,2639.0,2639.0,2639.0,2639.0,0
2024-11-28T06:00:00+0000,2550.25,2662.0,2550.25,2662.0,1
2024-11-29T06:00:00+0000,2653.0,2653.0,2653.0,2653.0,0
2024-12-02T06:00:00+0000,2684.0,2684.0,2684.0,2684.0,0
2024-12-03T06:00:00+0000,2722.0,2722.0,2722.0,2722.0,0
2024-12-04T06:00:00+0000,2716.0,2716.0,2716.0,2716.0,0
2024-12-05T06:00:00+0000,2713.5,2713.5,2713.5,2713.5,0
2024-12-06T06:00:00+0000,2696.0,2696.0,2696.0,2696.0,0
2024-12-09T06:00:00+0000,2712.0,2712.0,2712.0,2712.0,0
2024-12-10T06:00:00+0000,2715.0,2715.0,2715.0,2715.0,0
2024-12-11T06:00:00+0000,2726.0,2726.0,2726.0,2726.0,0
